"Address","Content Type","Status Code","Status","Crawl Depth","Inlinks"
"https://github.com/bgoonz/express-knex-postgres-boilerplate","text/html; charset=utf-8","200","OK","2","3"
"https://github.com/bgoonz/Exploring-Promises","text/html; charset=utf-8","200","OK","2","3"
"https://hub.com/bgoonz/repo-utils","","0","Connection Timeout","2","3"
"https://hub.com/bgoonz/web-dev-interview-prep-quiz-website","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/PYTHON_PRAC","text/html; charset=utf-8","200","OK","2","5"
"https://github.com/bgoonz/MihirBegMusicLab","text/html; charset=utf-8","200","OK","2","4"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=alternate-blog-theme","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=Jupyter-Notebooks","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=anki-cards","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://hub.com/bgoonz/react-redux-notes-v5","","0","Connection Timeout","2","3"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=Connect-Four-Final-Version","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://hub.com/bgoonz/Standalone-Metranome","","0","Connection Timeout","2","3"
"https://github.com/bgoonz/Common-npm-Readme-Compilation","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/form-builder-vanilla-js","text/html; charset=utf-8","200","OK","2","4"
"https://github-readme-stats.vercel.app/api/pin/?username=bgoonz&repo=ask-me-anything","image/svg+xml; charset=utf-8","200","OK","2","0"
"https://github.com/bgoonz/my-gists","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/DATA_STRUC_PYTHON_NOTES","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/nextjs-netlify-blog-template","text/html; charset=utf-8","200","OK","2","4"
"https://github.com/bgoonz/ask-me-anything","text/html; charset=utf-8","200","OK","2","5"
"https://github.com/bgoonz/Full-Text-Search","text/html; charset=utf-8","200","OK","2","4"
"https://friendly-amaranth-51833.netlify.app/","text/html; charset=UTF-8","200","OK","2","1"
"https://github.com/bgoonz/a-whole-bunch-o-gatsby-templates","text/html; charset=utf-8","200","OK","2","3"
